Node Number	Total Deformation (m)
54510	0.198
54511	0.19818
54512	0.19816
54513	0.19796
54514	0.19814
54515	0.19812
54516	0.19793
54517	0.19811
54518	0.19809
54519	0.1979
54520	0.19807
54521	0.19806
54522	0.19787
54523	0.19804
54524	0.19803
54525	0.19785
54526	0.19802
54527	0.19801
54528	0.19783
54529	0.198
54530	0.19799
54531	0.19782
54532	0.19798
54533	0.19798
54534	0.19781
54535	0.19797
54536	0.19797
54537	0.19781
54538	0.19796
54539	0.19796
54540	0.19781
54541	0.19796
54542	0.19796
54543	0.19781
54544	0.19796
54545	0.19796
54546	0.19782
54547	0.19797
54548	0.19797
54549	0.19784
54550	0.19798
54551	0.19799
54552	0.19786
54553	0.198
54554	0.19801
54555	0.19788
54556	0.19802
54557	0.19803
54558	0.19791
54559	0.19804
54560	0.19805
54561	0.20232
54562	0.20235
54563	0.20219
54564	0.20217
54565	0.2023
54566	0.20216
54567	0.20215
54568	0.20228
54569	0.20214
54570	0.20213
54571	0.20227
54572	0.20213
54573	0.20212
54574	0.20226
54575	0.20212
54576	0.20211
54577	0.20226
54578	0.20211
54579	0.20211
54580	0.20226
54581	0.2021
54582	0.2021
54583	0.20226
54584	0.2021
54585	0.20211
54586	0.20227
54587	0.20211
54588	0.20211
54589	0.20228
54590	0.20212
54591	0.20212
54592	0.2023
54593	0.20213
54594	0.20214
54595	0.20231
54596	0.20215
54597	0.20216
54598	0.20234
54599	0.20217
54600	0.20218
54601	0.20236
54602	0.20219
54603	0.2022
54604	0.20239
54605	0.20222
54606	0.20223
54607	0.20242
54608	0.20225
54609	0.20226
54610	0.20246
54611	0.20228
54612	0.2023
54613	0.20249
54614	0.20231
54615	0.20233
54616	0.20253
54617	0.20235
54618	0.20237
54619	0.20257
54620	0.20239
54621	0.20241
54622	0.20261
54623	0.20243
54624	0.20245
54625	0.19826
54626	0.19831
54627	0.19845
54628	0.19843
54629	0.19838
54630	0.1984
54631	0.19833
54632	0.19828
54633	0.19844
54634	0.19847
54635	0.19837
54636	0.19849
54637	0.19851
54638	0.19842
54639	0.19854
54640	0.19856
54641	0.19847
54642	0.19858
54643	0.19861
54644	0.19851
54645	0.19863
54646	0.19865
54647	0.19855
54648	0.19867
54649	0.19869
54650	0.19859
54651	0.19871
54652	0.19873
54653	0.19863
54654	0.19875
54655	0.19877
54656	0.19866
54657	0.19879
54658	0.19881
54659	0.19869
54660	0.19882
54661	0.19884
54662	0.19872
54663	0.19885
54664	0.19886
54665	0.19874
54666	0.19887
54667	0.19889
54668	0.19876
54669	0.1989
54670	0.1989
54671	0.19877
54672	0.19891
54673	0.19892
54674	0.19878
54675	0.19892
54676	0.19893
54677	0.19878
54678	0.19893
54679	0.19893
54680	0.19878
54681	0.19893
54682	0.19893
54683	0.19878
54684	0.19893
54685	0.19893
54686	0.19877
54687	0.19892
54688	0.19892
54689	0.19875
54690	0.19891
54691	0.19891
54692	0.19873
54693	0.1989
54694	0.19889
54695	0.20265
54696	0.20247
54697	0.20249
54698	0.20269
54699	0.20251
54700	0.20253
54701	0.20308
54702	0.20306
54703	0.20291
54704	0.20292
54705	0.20309
54706	0.20293
54707	0.20294
54708	0.2031
54709	0.20294
54710	0.20295
54711	0.2031
54712	0.20295
54713	0.20295
54714	0.2031
54715	0.20295
54716	0.20295
54717	0.2031
54718	0.20295
54719	0.20295
54720	0.20309
54721	0.20295
54722	0.20294
54723	0.20308
54724	0.20294
54725	0.20293
54726	0.20307
54727	0.20293
54728	0.20292
54729	0.20305
54730	0.20291
54731	0.2029
54732	0.20302
54733	0.20289
54734	0.20288
54735	0.203
54736	0.20287
54737	0.20285
54738	0.20297
54739	0.20284
54740	0.20283
54741	0.20294
54742	0.20281
54743	0.2028
54744	0.2029
54745	0.20278
54746	0.20276
54747	0.20287
54748	0.20274
54749	0.20273
54750	0.20283
54751	0.20271
54752	0.20269
54753	0.20279
54754	0.20267
54755	0.20265
54756	0.20275
54757	0.20263
54758	0.20261
54759	0.20271
54760	0.20259
54761	0.20257
54762	0.20267
54763	0.20255
54764	0.20253
54765	0.19871
54766	0.19888
54767	0.19887
54768	0.19868
54769	0.19885
54770	0.19884
54771	0.19865
54772	0.19883
54773	0.19881
54774	0.19862
54775	0.19879
54776	0.19878
54777	0.19858
54778	0.19876
54779	0.19874
54780	0.19854
54781	0.19872
54782	0.1987
54783	0.1985
54784	0.19868
54785	0.19866
54786	0.19845
54787	0.19864
54788	0.19861
54789	0.19841
54790	0.19859
54791	0.19857
54792	0.19836
54793	0.19855
54794	0.19852
54795	0.19847
54796	0.1985
54797	0.20274
54798	0.20255
54799	0.20257
54800	0.20278
54801	0.20259
54802	0.20261
54803	0.20282
54804	0.20264
54805	0.20266
54806	0.20285
54807	0.20268
54808	0.20269
54809	0.20289
54810	0.20271
54811	0.20273
54812	0.20293
54813	0.20275
54814	0.20277
54815	0.20296
54816	0.20278
54817	0.2028
54818	0.20299
54819	0.20282
54820	0.20283
54821	0.20302
54822	0.20285
54823	0.20286
54824	0.20304
54825	0.20287
54826	0.20288
54827	0.2029
54828	0.20289
54829	0.19794
54830	0.19807
54831	0.19808
54832	0.19797
54833	0.1981
54834	0.19812
54835	0.19801
54836	0.19814
54837	0.19815
54838	0.19805
54839	0.19817
54840	0.19819
54841	0.19809
54842	0.19821
54843	0.19824
54844	0.19814
54845	0.19826
54846	0.19828
54847	0.19818
54848	0.1983
54849	0.19832
54850	0.19823
54851	0.19835
54852	0.19837
54853	0.19842
54854	0.1984
54855	0.20263
54856	0.2025
54857	0.20248
54858	0.20258
54859	0.20246
54860	0.20244
54861	0.20255
54862	0.20242
54863	0.2024
54864	0.20251
54865	0.20238
54866	0.20236
54867	0.20247
54868	0.20234
54869	0.20233
54870	0.20243
54871	0.20231
54872	0.20229
54873	0.2024
54874	0.20227
54875	0.20226
54876	0.20237
54877	0.20224
54878	0.20223
54879	0.2022
54880	0.20221
54881	0.1985
54882	0.19854
54883	0.19868
54884	0.19866
54885	0.19845
54886	0.19864
54887	0.19861
54888	0.19841
54889	0.19859
54890	0.19857
54891	0.19836
54892	0.19855
54893	0.19853
54894	0.19832
54895	0.1985
54896	0.19848
54897	0.19828
54898	0.19847
54899	0.19845
54900	0.19825
54901	0.19843
54902	0.19841
54903	0.19822
54904	0.1984
54905	0.19838
54906	0.19819
54907	0.19837
54908	0.19835
54909	0.19817
54910	0.19834
54911	0.19833
54912	0.19815
54913	0.19832
54914	0.19831
54915	0.19813
54916	0.1983
54917	0.19829
54918	0.19812
54919	0.19828
54920	0.19828
54921	0.19812
54922	0.19827
54923	0.19827
54924	0.19811
54925	0.19827
54926	0.19827
54927	0.19812
54928	0.19827
54929	0.19827
54930	0.19813
54931	0.19827
54932	0.19828
54933	0.19814
54934	0.19828
54935	0.19829
54936	0.19815
54937	0.19829
54938	0.1983
54939	0.19818
54940	0.19831
54941	0.19832
54942	0.1982
54943	0.19833
54944	0.19835
54945	0.19823
54946	0.19836
54947	0.19838
54948	0.20203
54949	0.20205
54950	0.20189
54951	0.20188
54952	0.202
54953	0.20187
54954	0.20186
54955	0.20199
54956	0.20184
54957	0.20184
54958	0.20197
54959	0.20183
54960	0.20182
54961	0.20196
54962	0.20181
54963	0.20181
54964	0.20195
54965	0.2018
54966	0.2018
54967	0.20195
54968	0.2018
54969	0.2018
54970	0.20195
54971	0.2018
54972	0.2018
54973	0.20196
54974	0.2018
54975	0.2018
54976	0.20197
54977	0.2018
54978	0.20181
54979	0.20198
54980	0.20182
54981	0.20182
54982	0.202
54983	0.20183
54984	0.20184
54985	0.20202
54986	0.20185
54987	0.20186
54988	0.20204
54989	0.20187
54990	0.20188
54991	0.20207
54992	0.2019
54993	0.20191
54994	0.2021
54995	0.20192
54996	0.20194
54997	0.20213
54998	0.20196
54999	0.20197
55000	0.20217
55001	0.20199
55002	0.20201
55003	0.20221
55004	0.20203
55005	0.20204
55006	0.20225
55007	0.20206
55008	0.20208
55009	0.20229
55010	0.2021
55011	0.20212
55012	0.20233
55013	0.20214
55014	0.20217
55015	0.19859
55016	0.19864
55017	0.19878
55018	0.19875
55019	0.19871
55020	0.19873
55021	0.19861
55022	0.19856
55023	0.19872
55024	0.19875
55025	0.19865
55026	0.19877
55027	0.19879
55028	0.1987
55029	0.19882
55030	0.19884
55031	0.19875
55032	0.19886
55033	0.19889
55034	0.19879
55035	0.19891
55036	0.19893
55037	0.19883
55038	0.19895
55039	0.19897
55040	0.19887
55041	0.19899
55042	0.19901
55043	0.19891
55044	0.19903
55045	0.19905
55046	0.19895
55047	0.19907
55048	0.19909
55049	0.19898
55050	0.1991
55051	0.19912
55052	0.19901
55053	0.19914
55054	0.19915
55055	0.19903
55056	0.19916
55057	0.19917
55058	0.19905
55059	0.19918
55060	0.19919
55061	0.19906
55062	0.1992
55063	0.19921
55064	0.19908
55065	0.19922
55066	0.19922
55067	0.19908
55068	0.19923
55069	0.19923
55070	0.19908
55071	0.19923
55072	0.19923
55073	0.19908
55074	0.19923
55075	0.19923
55076	0.19907
55077	0.19923
55078	0.19922
55079	0.19906
55080	0.19922
55081	0.19921
55082	0.19904
55083	0.1992
55084	0.1992
55085	0.19902
55086	0.19919
55087	0.19918
55088	0.20237
55089	0.20219
55090	0.20221
55091	0.20241
55092	0.20223
55093	0.20225
55094	0.20277
55095	0.20275
55096	0.20261
55097	0.20261
55098	0.20278
55099	0.20262
55100	0.20263
55101	0.20279
55102	0.20264
55103	0.20264
55104	0.2028
55105	0.20265
55106	0.20265
55107	0.2028
55108	0.20265
55109	0.20265
55110	0.2028
55111	0.20265
55112	0.20265
55113	0.2028
55114	0.20265
55115	0.20265
55116	0.20279
55117	0.20265
55118	0.20264
55119	0.20277
55120	0.20263
55121	0.20263
55122	0.20276
55123	0.20262
55124	0.20261
55125	0.20274
55126	0.2026
55127	0.20259
55128	0.20271
55129	0.20258
55130	0.20257
55131	0.20268
55132	0.20255
55133	0.20254
55134	0.20265
55135	0.20253
55136	0.20251
55137	0.20262
55138	0.20249
55139	0.20248
55140	0.20258
55141	0.20246
55142	0.20244
55143	0.20255
55144	0.20242
55145	0.20241
55146	0.20251
55147	0.20239
55148	0.20237
55149	0.20247
55150	0.20235
55151	0.20233
55152	0.20243
55153	0.20231
55154	0.20228
55155	0.20238
55156	0.20226
55157	0.20224
55158	0.20234
55159	0.20222
55160	0.2022
55161	0.199
55162	0.19917
55163	0.19915
55164	0.19897
55165	0.19914
55166	0.19912
55167	0.19894
55168	0.19911
55169	0.19909
55170	0.1989
55171	0.19908
55172	0.19906
55173	0.19886
55174	0.19904
55175	0.19902
55176	0.19882
55177	0.199
55178	0.19898
55179	0.19878
55180	0.19896
55181	0.19894
55182	0.19873
55183	0.19892
55184	0.19889
55185	0.19868
55186	0.19887
55187	0.19885
55188	0.1988
55189	0.19882
55190	0.20245
55191	0.20227
55192	0.20229
55193	0.20249
55194	0.20231
55195	0.20233
55196	0.20253
55197	0.20235
55198	0.20237
55199	0.20257
55200	0.20239
55201	0.20241
55202	0.20261
55203	0.20243
55204	0.20245
55205	0.20264
55206	0.20247
55207	0.20248
55208	0.20267
55209	0.2025
55210	0.20252
55211	0.2027
55212	0.20253
55213	0.20255
55214	0.20273
55215	0.20256
55216	0.20257
55217	0.20259
55218	0.20258
55219	0.19826
55220	0.19839
55221	0.19841
55222	0.1983
55223	0.19842
55224	0.19844
55225	0.19834
55226	0.19846
55227	0.19848
55228	0.19838
55229	0.1985
55230	0.19852
55231	0.19842
55232	0.19854
55233	0.19856
55234	0.19847
55235	0.19858
55236	0.19861
55237	0.19851
55238	0.19863
55239	0.19865
55240	0.1987
55241	0.19868
55242	0.2023
55243	0.20218
55244	0.20216
55245	0.20226
55246	0.20214
55247	0.20212
55248	0.20222
55249	0.2021
55250	0.20208
55251	0.20218
55252	0.20206
55253	0.20204
55254	0.20215
55255	0.20202
55256	0.202
55257	0.20211
55258	0.20198
55259	0.20197
55260	0.20208
55261	0.20195
55262	0.20193
55263	0.2019
55264	0.20192
55265	0.19882
55266	0.19887
55267	0.19901
55268	0.19899
55269	0.19878
55270	0.19896
55271	0.19894
55272	0.19873
55273	0.19892
55274	0.1989
55275	0.19869
55276	0.19887
55277	0.19885
55278	0.19865
55279	0.19883
55280	0.19881
55281	0.19861
55282	0.19879
55283	0.19877
55284	0.19857
55285	0.19875
55286	0.19874
55287	0.19854
55288	0.19872
55289	0.1987
55290	0.19851
55291	0.19869
55292	0.19867
55293	0.19849
55294	0.19866
55295	0.19865
55296	0.19847
55297	0.19863
55298	0.19862
55299	0.19845
55300	0.19861
55301	0.19861
55302	0.19843
55303	0.1986
55304	0.19859
55305	0.19843
55306	0.19859
55307	0.19858
55308	0.19842
55309	0.19858
55310	0.19858
55311	0.19842
55312	0.19858
55313	0.19858
55314	0.19843
55315	0.19858
55316	0.19858
55317	0.19844
55318	0.19858
55319	0.19859
55320	0.19845
55321	0.1986
55322	0.1986
55323	0.19847
55324	0.19861
55325	0.19862
55326	0.19849
55327	0.19863
55328	0.19864
55329	0.19852
55330	0.19865
55331	0.19867
55332	0.19855
55333	0.19868
55334	0.1987
55335	0.20173
55336	0.20176
55337	0.2016
55338	0.20158
55339	0.20171
55340	0.20157
55341	0.20156
55342	0.20169
55343	0.20155
55344	0.20154
55345	0.20167
55346	0.20153
55347	0.20152
55348	0.20166
55349	0.20151
55350	0.20151
55351	0.20165
55352	0.2015
55353	0.2015
55354	0.20164
55355	0.20149
55356	0.20149
55357	0.20164
55358	0.20149
55359	0.20149
55360	0.20165
55361	0.20149
55362	0.20149
55363	0.20165
55364	0.20149
55365	0.2015
55366	0.20167
55367	0.2015
55368	0.20151
55369	0.20168
55370	0.20151
55371	0.20152
55372	0.2017
55373	0.20153
55374	0.20154
55375	0.20172
55376	0.20155
55377	0.20156
55378	0.20175
55379	0.20158
55380	0.20159
55381	0.20178
55382	0.2016
55383	0.20162
55384	0.20181
55385	0.20163
55386	0.20165
55387	0.20185
55388	0.20167
55389	0.20168
55390	0.20188
55391	0.2017
55392	0.20172
55393	0.20192
55394	0.20174
55395	0.20176
55396	0.20196
55397	0.20178
55398	0.2018
55399	0.202
55400	0.20182
55401	0.20184
55402	0.20205
55403	0.20186
55404	0.20188
55405	0.19892
55406	0.19896
55407	0.1991
55408	0.19908
55409	0.19903
55410	0.19906
55411	0.19889
55412	0.19884
55413	0.199
55414	0.19903
55415	0.19893
55416	0.19905
55417	0.19907
55418	0.19898
55419	0.1991
55420	0.19912
55421	0.19903
55422	0.19914
55423	0.19917
55424	0.19907
55425	0.19919
55426	0.19921
55427	0.19911
55428	0.19923
55429	0.19925
55430	0.19915
55431	0.19927
55432	0.19929
55433	0.19919
55434	0.19932
55435	0.19933
55436	0.19923
55437	0.19935
55438	0.19937
55439	0.19926
55440	0.19939
55441	0.1994
55442	0.19929
55443	0.19942
55444	0.19943
55445	0.19932
55446	0.19945
55447	0.19946
55448	0.19934
55449	0.19947
55450	0.19948
55451	0.19936
55452	0.19949
55453	0.1995
55454	0.19937
55455	0.19951
55456	0.19952
55457	0.19938
55458	0.19952
55459	0.19953
55460	0.19938
55461	0.19953
55462	0.19953
55463	0.19938
55464	0.19953
55465	0.19953
55466	0.19937
55467	0.19953
55468	0.19953
55469	0.19936
55470	0.19952
55471	0.19952
55472	0.19935
55473	0.19951
55474	0.1995
55475	0.19933
55476	0.1995
55477	0.19949
55478	0.19931
55479	0.19948
55480	0.19946
55481	0.20209
55482	0.2019
55483	0.20192
55484	0.20213
55485	0.20194
55486	0.20197
55487	0.20246
55488	0.20244
55489	0.2023
55490	0.20231
55491	0.20248
55492	0.20231
55493	0.20232
55494	0.20249
55495	0.20233
55496	0.20234
55497	0.2025
55498	0.20234
55499	0.20235
55500	0.2025
55501	0.20235
55502	0.20235
55503	0.2025
55504	0.20235
55505	0.20236
55506	0.2025
55507	0.20235
55508	0.20235
55509	0.20249
55510	0.20235
55511	0.20235
55512	0.20248
55513	0.20234
55514	0.20234
55515	0.20247
55516	0.20233
55517	0.20232
55518	0.20245
55519	0.20231
55520	0.2023
55521	0.20242
55522	0.20229
55523	0.20228
55524	0.2024
55525	0.20227
55526	0.20225
55527	0.20237
55528	0.20224
55529	0.20223
55530	0.20234
55531	0.20221
55532	0.20219
55533	0.2023
55534	0.20218
55535	0.20216
55536	0.20226
55537	0.20214
55538	0.20212
55539	0.20223
55540	0.2021
55541	0.20208
55542	0.20219
55543	0.20206
55544	0.20204
55545	0.20214
55546	0.20202
55547	0.202
55548	0.2021
55549	0.20198
55550	0.20196
55551	0.20206
55552	0.20194
55553	0.20192
55554	0.20202
55555	0.2019
55556	0.20188
55557	0.19928
55558	0.19945
55559	0.19944
55560	0.19925
55561	0.19942
55562	0.19941
55563	0.19922
55564	0.19939
55565	0.19938
55566	0.19918
55567	0.19936
55568	0.19934
55569	0.19914
55570	0.19932
55571	0.1993
55572	0.1991
55573	0.19928
55574	0.19926
55575	0.19906
55576	0.19924
55577	0.19922
55578	0.19901
55579	0.1992
55580	0.19917
55581	0.19913
55582	0.19915
55583	0.20217
55584	0.20199
55585	0.20201
55586	0.20221
55587	0.20203
55588	0.20205
55589	0.20225
55590	0.20207
55591	0.20209
55592	0.20229
55593	0.20211
55594	0.20213
55595	0.20232
55596	0.20215
55597	0.20216
55598	0.20236
55599	0.20218
55600	0.2022
55601	0.20239
55602	0.20221
55603	0.20223
55604	0.20242
55605	0.20225
55606	0.20226
55607	0.20228
55608	0.20227
55609	0.19859
55610	0.19871
55611	0.19873
55612	0.19862
55613	0.19875
55614	0.19877
55615	0.19866
55616	0.19879
55617	0.19881
55618	0.1987
55619	0.19883
55620	0.19885
55621	0.19875
55622	0.19887
55623	0.19889
55624	0.19879
55625	0.19891
55626	0.19893
55627	0.19898
55628	0.19896
55629	0.20198
55630	0.20185
55631	0.20183
55632	0.20194
55633	0.20181
55634	0.20179
55635	0.2019
55636	0.20177
55637	0.20175
55638	0.20186
55639	0.20173
55640	0.20171
55641	0.20182
55642	0.20169
55643	0.20168
55644	0.20179
55645	0.20166
55646	0.20164
55647	0.20161
55648	0.20163
55649	0.19915
55650	0.1992
55651	0.19934
55652	0.19931
55653	0.1991
55654	0.19929
55655	0.19927
55656	0.19906
55657	0.19925
55658	0.19922
55659	0.19902
55660	0.1992
55661	0.19918
55662	0.19897
55663	0.19916
55664	0.19914
55665	0.19893
55666	0.19912
55667	0.1991
55668	0.1989
55669	0.19908
55670	0.19906
55671	0.19886
55672	0.19904
55673	0.19903
55674	0.19883
55675	0.19901
55676	0.19899
55677	0.19881
55678	0.19898
55679	0.19897
55680	0.19878
55681	0.19895
55682	0.19894
55683	0.19876
55684	0.19893
55685	0.19892
55686	0.19875
55687	0.19891
55688	0.19891
55689	0.19874
55690	0.1989
55691	0.19889
55692	0.19873
55693	0.19889
55694	0.19889
55695	0.19873
55696	0.19889
55697	0.19888
55698	0.19873
55699	0.19888
55700	0.19889
55701	0.19874
55702	0.19889
55703	0.19889
55704	0.19875
55705	0.1989
55706	0.1989
55707	0.19877
55708	0.19891
55709	0.19892
55710	0.19879
55711	0.19893
55712	0.19894
55713	0.19881
55714	0.19895
55715	0.19896
55716	0.19884
55717	0.19897
55718	0.19899
55719	0.19888
55720	0.199
55721	0.19902
55722	0.20144
55723	0.20147
55724	0.20131
55725	0.20129
55726	0.20141
55727	0.20128
55728	0.20126
55729	0.20139
55730	0.20125
55731	0.20124
55732	0.20137
55733	0.20123
55734	0.20122
55735	0.20135
55736	0.20121
55737	0.2012
55738	0.20134
55739	0.2012
55740	0.20119
55741	0.20134
55742	0.20119
55743	0.20118
55744	0.20133
55745	0.20118
55746	0.20118
55747	0.20134
55748	0.20118
55749	0.20118
55750	0.20134
55751	0.20118
55752	0.20119
55753	0.20135
55754	0.20119
55755	0.20119
55756	0.20136
55757	0.2012
55758	0.20121
55759	0.20138
55760	0.20121
55761	0.20122
55762	0.2014
55763	0.20123
55764	0.20124
55765	0.20143
55766	0.20126
55767	0.20127
55768	0.20146
55769	0.20128
55770	0.2013
55771	0.20149
55772	0.20131
55773	0.20133
55774	0.20152
55775	0.20134
55776	0.20136
55777	0.20156
55778	0.20138
55779	0.2014
55780	0.2016
55781	0.20141
55782	0.20143
55783	0.20164
55784	0.20145
55785	0.20147
55786	0.20168
55787	0.20149
55788	0.20152
55789	0.20172
55790	0.20154
55791	0.20155
55792	0.20176
55793	0.20157
55794	0.20159
55795	0.19924
55796	0.19929
55797	0.19943
55798	0.19941
55799	0.19936
55800	0.19938
55801	0.19917
55802	0.19912
55803	0.19928
55804	0.19931
55805	0.19921
55806	0.19933
55807	0.19935
55808	0.19926
55809	0.19938
55810	0.1994
55811	0.1993
55812	0.19942
55813	0.19944
55814	0.19935
55815	0.19947
55816	0.19949
55817	0.19939
55818	0.19951
55819	0.19953
55820	0.19944
55821	0.19955
55822	0.19958
55823	0.19948
55824	0.1996
55825	0.19962
55826	0.19951
55827	0.19963
55828	0.19965
55829	0.19955
55830	0.19967
55831	0.19969
55832	0.19958
55833	0.1997
55834	0.19972
55835	0.1996
55836	0.19973
55837	0.19975
55838	0.19963
55839	0.19976
55840	0.19977
55841	0.19965
55842	0.19978
55843	0.19979
55844	0.19966
55845	0.1998
55846	0.19981
55847	0.19967
55848	0.19981
55849	0.19982
55850	0.19968
55851	0.19982
55852	0.19983
55853	0.19968
55854	0.19983
55855	0.19983
55856	0.19968
55857	0.19983
55858	0.19983
55859	0.19967
55860	0.19982
55861	0.19982
55862	0.19966
55863	0.19982
55864	0.19981
55865	0.19964
55866	0.1998
55867	0.19979
55868	0.19962
55869	0.19979
55870	0.19978
55871	0.1996
55872	0.19976
55873	0.19975
55874	0.2018
55875	0.20161
55876	0.20163
55877	0.20185
55878	0.20165
55879	0.20168
55880	0.20215
55881	0.20213
55882	0.20198
55883	0.20199
55884	0.20217
55885	0.202
55886	0.20201
55887	0.20218
55888	0.20202
55889	0.20203
55890	0.2022
55891	0.20203
55892	0.20204
55893	0.2022
55894	0.20204
55895	0.20205
55896	0.20221
55897	0.20205
55898	0.20205
55899	0.2022
55900	0.20205
55901	0.20205
55902	0.2022
55903	0.20205
55904	0.20205
55905	0.20219
55906	0.20204
55907	0.20204
55908	0.20218
55909	0.20203
55910	0.20202
55911	0.20216
55912	0.20202
55913	0.20201
55914	0.20214
55915	0.202
55916	0.20199
55917	0.20211
55918	0.20198
55919	0.20196
55920	0.20208
55921	0.20195
55922	0.20194
55923	0.20205
55924	0.20192
55925	0.2019
55926	0.20202
55927	0.20189
55928	0.20187
55929	0.20198
55930	0.20185
55931	0.20183
55932	0.20194
55933	0.20182
55934	0.2018
55935	0.2019
55936	0.20178
55937	0.20176
55938	0.20186
55939	0.20174
55940	0.20172
55941	0.20182
55942	0.20169
55943	0.20167
55944	0.20178
55945	0.20165
55946	0.20163
55947	0.20173
55948	0.20161
55949	0.20159
55950	0.20169
55951	0.20157
55952	0.20154
55953	0.19957
55954	0.19974
55955	0.19973
55956	0.19954
55957	0.19971
55958	0.1997
55959	0.1995
55960	0.19968
55961	0.19966
55962	0.19946
55963	0.19964
55964	0.19963
55965	0.19942
55966	0.19961
55967	0.19959
55968	0.19938
55969	0.19957
55970	0.19954
55971	0.19934
55972	0.19952
55973	0.1995
55974	0.19945
55975	0.19948
55976	0.20189
55977	0.2017
55978	0.20172
55979	0.20193
55980	0.20174
55981	0.20176
55982	0.20196
55983	0.20178
55984	0.2018
55985	0.202
55986	0.20182
55987	0.20183
55988	0.20204
55989	0.20185
55990	0.20187
55991	0.20207
55992	0.20189
55993	0.20191
55994	0.2021
55995	0.20192
55996	0.20194
55997	0.20197
55998	0.20195
55999	0.19891
56000	0.19904
56001	0.19905
56002	0.19895
56003	0.19907
56004	0.19909
56005	0.19899
56006	0.19911
56007	0.19913
56008	0.19903
56009	0.19916
56010	0.19918
56011	0.19907
56012	0.1992
56013	0.19922
56014	0.19926
56015	0.19924
56016	0.20165
56017	0.20152
56018	0.2015
56019	0.20161
56020	0.20148
56021	0.20146
56022	0.20157
56023	0.20144
56024	0.20142
56025	0.20153
56026	0.2014
56027	0.20138
56028	0.2015
56029	0.20137
56030	0.20135
56031	0.20132
56032	0.20133
56033	0.19948
56034	0.19952
56035	0.19966
56036	0.19964
56037	0.19943
56038	0.19962
56039	0.19959
56040	0.19939
56041	0.19957
56042	0.19955
56043	0.19934
56044	0.19953
56045	0.19951
56046	0.1993
56047	0.19948
56048	0.19946
56049	0.19926
56050	0.19944
56051	0.19942
56052	0.19922
56053	0.1994
56054	0.19938
56055	0.19919
56056	0.19937
56057	0.19935
56058	0.19915
56059	0.19933
56060	0.19932
56061	0.19913
56062	0.1993
56063	0.19929
56064	0.1991
56065	0.19927
56066	0.19926
56067	0.19908
56068	0.19925
56069	0.19924
56070	0.19906
56071	0.19923
56072	0.19922
56073	0.19905
56074	0.19921
56075	0.19921
56076	0.19904
56077	0.1992
56078	0.1992
56079	0.19904
56080	0.1992
56081	0.19919
56082	0.19904
56083	0.19919
56084	0.19919
56085	0.19904
56086	0.19919
56087	0.1992
56088	0.19905
56089	0.1992
56090	0.19921
56091	0.19907
56092	0.19921
56093	0.19922
56094	0.19909
56095	0.19923
56096	0.19924
56097	0.19911
56098	0.19925
56099	0.19926
56100	0.19914
56101	0.19927
56102	0.19928
56103	0.19917
56104	0.1993
56105	0.19931
56106	0.1992
56107	0.19933
56108	0.19934
56109	0.20114
56110	0.20117
56111	0.201
56112	0.20099
56113	0.20112
56114	0.20097
56115	0.20096
56116	0.20109
56117	0.20094
56118	0.20093
56119	0.20107
56120	0.20092
56121	0.20091
56122	0.20105
56123	0.2009
56124	0.20089
56125	0.20104
56126	0.20088
56127	0.20087
56128	0.20103
56129	0.20087
56130	0.20086
56131	0.20103
56132	0.20086
56133	0.20086
56134	0.20103
56135	0.20085
56136	0.20085
56137	0.20103
56138	0.20085
56139	0.20086
56140	0.20104
56141	0.20086
56142	0.20086
56143	0.20105
56144	0.20087
56145	0.20087
56146	0.20107
56147	0.20088
56148	0.20089
56149	0.20108
56150	0.2009
56151	0.20091
56152	0.20111
56153	0.20092
56154	0.20093
56155	0.20114
56156	0.20094
56157	0.20095
56158	0.20117
56159	0.20097
56160	0.20098
56161	0.2012
56162	0.201
56163	0.20102
56164	0.20123
56165	0.20103
56166	0.20105
56167	0.20127
56168	0.20107
56169	0.20109
56170	0.20131
56171	0.20111
56172	0.20113
56173	0.20135
56174	0.20115
56175	0.20117
56176	0.20139
56177	0.20119
56178	0.20121
56179	0.20142
56180	0.20122
56181	0.20124
56182	0.20146
56183	0.20126
56184	0.20128
56185	0.19957
56186	0.19962
56187	0.19973
56188	0.19974
56189	0.19969
56190	0.19972
56191	0.19945
56192	0.1994
56193	0.19957
56194	0.19959
56195	0.19949
56196	0.19961
56197	0.19963
56198	0.19954
56199	0.19966
56200	0.19968
56201	0.19958
56202	0.1997
56203	0.19972
56204	0.19963
56205	0.19975
56206	0.19977
56207	0.19967
56208	0.19979
56209	0.19981
56210	0.19972
56211	0.19984
56212	0.19986
56213	0.19976
56214	0.19988
56215	0.1999
56216	0.19979
56217	0.19992
56218	0.19994
56219	0.19983
56220	0.19995
56221	0.19997
56222	0.19986
56223	0.19999
56224	0.2
56225	0.19989
56226	0.20002
56227	0.20003
56228	0.19992
56229	0.20005
56230	0.20006
56231	0.19994
56232	0.20007
56233	0.20008
56234	0.19995
56235	0.20009
56236	0.2001
56237	0.19997
56238	0.20011
56239	0.20011
56240	0.19997
56241	0.20012
56242	0.20012
56243	0.19998
56244	0.20013
56245	0.20013
56246	0.19998
56247	0.20013
56248	0.20013
56249	0.19997
56250	0.20013
56251	0.20012
56252	0.19996
56253	0.20012
56254	0.20011
56255	0.19995
56256	0.20011
56257	0.2001
56258	0.19993
56259	0.20009
